开始时间：,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061
结束时间：,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056
采样频率：,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,30000,30000,30000,30000,30000,30000
序列号:,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,1,9084,9085,9088,9101,9105
序号：,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
18002,2.8659,2.9105,-2.0083,-2.4109,-4.5268,-4.0466
18003,2.9113,3.1260,-1.7821,-2.2544,-4.4136,-4.0973
18004,2.9055,3.3403,-1.5866,-2.0799,-4.3057,-4.2650
18005,2.9462,3.4917,-1.3699,-1.9295,-4.1973,-4.2797
18006,2.9557,3.6560,-1.1566,-1.7801,-4.0250,-4.4062
18007,2.9401,3.7877,-0.9774,-1.5921,-3.8917,-4.4703
18008,2.9766,3.9400,-0.7794,-1.4027,-3.7597,-4.5333
18009,2.9709,4.0828,-0.6065,-1.2471,-3.6374,-4.6645
18010,2.9977,4.1985,-0.4041,-1.0704,-3.4934,-4.6903
18011,2.9851,4.3256,-0.2305,-0.9041,-3.3177,-4.8042
18012,3.0017,4.5157,-0.0438,-0.7049,-3.1716,-4.8059
18013,3.0217,4.6609,0.1091,-0.5269,-3.0131,-4.8976
18014,2.9936,4.8317,0.2508,-0.3635,-2.8845,-4.8926
18015,3.0112,4.9729,0.4022,-0.1920,-2.6729,-4.9515
18016,3.0308,5.0766,0.5326,-0.0429,-2.4929,-4.9732
18017,3.0278,5.2062,0.6398,0.1244,-2.2995,-4.9890
18018,3.0126,5.3211,0.7543,0.3109,-2.0829,-5.0323
18019,3.0373,5.4584,0.8691,0.4327,-1.8528,-4.9948
18020,3.0532,5.5759,1.0067,0.5776,-1.6886,-5.0100
18021,3.0627,5.7107,1.1171,0.7055,-1.4448,-4.9834
18022,3.0495,5.7860,1.2238,0.8316,-1.2261,-4.9524
18023,3.0630,5.9051,1.3263,0.9801,-0.9961,-4.9374
18024,3.0647,5.9650,1.4395,1.0934,-0.7798,-4.8642
18025,3.0705,6.0442,1.5014,1.1902,-0.5793,-4.8777
18026,3.0576,6.1004,1.5931,1.2968,-0.3456,-4.7907
18027,3.0769,6.1812,1.6788,1.3748,-0.1323,-4.7386
18028,3.0823,6.2140,1.7588,1.4745,0.0937,-4.6437
18029,3.0529,6.2816,1.8289,1.5476,0.3187,-4.5298
18030,3.0817,6.3706,1.8373,1.6155,0.5803,-4.4712
18031,3.0776,6.4406,1.9527,1.6795,0.7851,-4.3617
18032,3.0735,6.5125,2.0059,1.7325,1.0158,-4.3157
18033,3.0610,6.5625,2.0669,1.7714,1.1935,-4.1889
18034,3.0488,6.6303,2.1282,1.8114,1.4071,-4.1183
18035,3.0546,6.6589,2.1679,1.8514,1.5377,-3.9842
18036,3.0434,6.7013,2.2282,1.8471,1.7839,-3.8715
18037,3.0275,6.7114,2.2501,1.8903,1.9719,-3.7842
18038,3.0193,6.7716,2.2736,1.9287,2.1490,-3.6240
18039,3.0153,6.7720,2.3052,1.9306,2.2910,-3.5537
18040,3.0207,6.8220,2.3486,1.9443,2.4707,-3.3677
18041,3.0021,6.8592,2.3521,1.9816,2.6234,-3.2892
18042,3.0210,6.8699,2.4112,1.9995,2.7437,-3.1059
18043,3.0044,6.8496,2.4272,2.0118,2.8726,-3.0125
18044,3.0024,6.9037,2.4694,2.0641,2.9579,-2.8801
18045,3.0007,6.8877,2.4944,2.0524,3.0946,-2.7343
18046,2.9872,6.9144,2.4875,2.0612,3.1802,-2.6233
18047,2.9858,6.9298,2.5369,2.0570,3.2813,-2.4142
18048,2.9543,6.9206,2.5338,2.0921,3.3911,-2.3225
18049,2.9235,6.9206,2.5482,2.1067,3.4553,-2.1093
18050,2.9319,6.9436,2.5560,2.1015,3.4905,-1.9529
18051,2.9123,6.9482,2.5798,2.1177,3.5422,-1.7798
18052,2.8744,6.9196,2.5654,2.1132,3.5963,-1.6035
18053,2.8394,6.8825,2.5813,2.1236,3.6222,-1.4923
18054,2.8310,6.8705,2.6042,2.1233,3.6786,-1.2603
18055,2.8120,6.8791,2.6307,2.1457,3.7125,-1.1232
18056,2.7561,6.8855,2.6251,2.1558,3.7508,-0.9041
18057,2.7473,6.8254,2.6357,2.1577,3.7854,-0.7357
18058,2.7073,6.7833,2.6348,2.1512,3.8267,-0.6098
18059,2.6819,6.7688,2.6414,2.1909,3.8495,-0.3597
18060,2.6365,6.7375,2.6526,2.1993,3.9002,-0.2393
18061,2.5969,6.6789,2.6489,2.1811,3.9136,-0.0068
18062,2.5630,6.6476,2.6498,2.1860,3.9382,0.1452
18063,2.5258,6.6110,2.6508,2.2165,3.9603,0.3377
18064,2.4543,6.5806,2.6632,2.2240,3.9912,0.5166
18065,2.4042,6.5060,2.6661,2.1960,3.9748,0.6868
18066,2.3171,6.4468,2.6220,2.2068,3.9949,0.9237
18067,2.2527,6.3568,2.6360,2.2038,4.0120,1.0538
18068,2.1620,6.2951,2.6551,2.2142,4.0191,1.2908
18069,2.0607,6.2076,2.6417,2.2370,4.0345,1.3895
18070,1.9953,6.1646,2.6483,2.2484,4.0654,1.5737
18071,1.8950,6.0915,2.6410,2.2321,4.0647,1.7046
18072,1.7609,6.0071,2.6357,2.2558,4.0550,1.8449
18073,1.6768,5.9035,2.6420,2.2250,4.0634,1.9668
18074,1.4915,5.7994,2.6526,2.2074,4.0792,2.0684
18075,1.3323,5.7374,2.6539,2.2399,4.0725,2.2427
18076,1.1697,5.6177,2.6307,2.2458,4.0725,2.3355
18077,1.0207,5.5249,2.6276,2.2357,4.0910,2.4890
18078,0.8584,5.4062,2.6235,2.2435,4.0779,2.5611
18079,0.6995,5.2799,2.6232,2.2185,4.0947,2.6750
18080,0.5021,5.1863,2.6357,2.2373,4.0849,2.7790
18081,0.2886,5.0300,2.6238,2.2149,4.0900,2.8481
18082,0.1152,4.8989,2.6217,2.2529,4.0822,2.9732
18083,-0.0623,4.7417,2.6179,2.2399,4.0785,2.9691
18084,-0.2774,4.5921,2.5844,2.2337,4.0748,3.0998
18085,-0.5318,4.4386,2.5898,2.2120,4.0752,3.1284
18086,-0.7334,4.2833,2.5682,2.2237,4.0695,3.2389
18087,-0.9427,4.1138,2.5447,2.2493,4.0628,3.2670
18088,-1.1355,3.9698,2.5275,2.2285,4.0782,3.3124
18089,-1.3015,3.7853,2.5197,2.2123,4.0675,3.3484
18090,-1.4708,3.6299,2.5113,2.1879,4.0755,3.3519
18091,-1.6860,3.4856,2.4800,2.1519,4.0779,3.4269
18092,-1.8926,3.2722,2.4594,2.1658,4.0647,3.4049
18093,-2.1212,3.0975,2.4437,2.1801,4.0607,3.4503
18094,-2.2849,2.8500,2.4128,2.1811,4.0738,3.4632
18095,-2.4739,2.6332,2.3815,2.1528,4.0668,3.4855
18096,-2.6605,2.4091,2.3615,2.1671,4.0581,3.5435
18097,-2.8462,2.1614,2.3277,2.1590,4.0429,3.5297
18098,-3.0504,1.9182,2.2958,2.1337,4.0329,3.5909
18099,-3.2337,1.6450,2.2717,2.1528,4.0097,3.5365
18100,-3.4634,1.4209,2.2461,2.1113,4.0131,3.5871
18101,-3.6494,1.1538,2.1888,2.1113,3.9859,3.5807
18102,-3.8431,0.8624,2.1441,2.1048,3.9613,3.6026
18103,-3.9908,0.6438,2.1110,2.0966,3.9445,3.5742
18104,-4.1493,0.4738,2.0613,2.1129,3.9459,3.5455
18105,-4.3045,0.2457,1.9902,2.0914,3.9049,3.5795
18106,-4.4336,0.0584,1.9396,2.0930,3.8750,3.5716
18107,-4.5369,-0.1341,1.8770,2.0661,3.8482,3.6281
18108,-4.6958,-0.3358,1.8158,2.0739,3.8236,3.5552
18109,-4.8072,-0.5719,1.7326,2.0609,3.7766,3.6103
18110,-4.9139,-0.7837,1.6491,2.0391,3.7565,3.5663
18111,-5.0159,-0.9949,1.5552,2.0281,3.7498,3.6264
18112,-5.1500,-1.1582,1.4886,2.0148,3.7101,3.5780
18113,-5.2405,-1.3807,1.3851,1.9803,3.6799,3.6220
18114,-5.3296,-1.5652,1.2441,1.9517,3.6339,3.5915
18115,-5.4240,-1.7421,1.1493,1.9436,3.5993,3.6583
18116,-5.5189,-1.9321,1.0508,1.9443,3.5496,3.5775
18117,-5.5928,-2.1341,0.9313,1.9199,3.5124,3.6404
18118,-5.6239,-2.2916,0.7993,1.8536,3.4573,3.5804
18119,-5.6954,-2.4377,0.6555,1.8241,3.3985,3.6141
18120,-5.7452,-2.6154,0.5263,1.7851,3.3092,3.6070
18121,-5.7943,-2.7465,0.3721,1.7230,3.2242,3.6428
18122,-5.8231,-2.8957,0.2758,1.6772,3.1564,3.5915
18123,-5.8681,-3.0028,0.1201,1.6227,3.0570,3.6278
18124,-5.8966,-3.1407,-0.0544,1.5742,2.9519,3.6211
18125,-5.8905,-3.2837,-0.2243,1.4888,2.8400,3.6513
18126,-5.8919,-3.3924,-0.3919,1.3998,2.7416,3.6012
18127,-5.8966,-3.5148,-0.5908,1.3439,2.6137,3.6293
18128,-5.8820,-3.5916,-0.7716,1.2318,2.4938,3.5930
18129,-5.8556,-3.6840,-0.9696,1.1328,2.3628,3.6158
18130,-5.7818,-3.7902,-1.1691,1.0327,2.2638,3.6044
18131,-5.7774,-3.9154,-1.3874,0.9115,2.0945,3.5962
18132,-5.7052,-3.9624,-1.5773,0.7773,1.9451,3.6126
18133,-5.6365,-4.0673,-1.7912,0.6458,1.7587,3.6038
18134,-5.5704,-4.1508,-1.9992,0.5473,1.5636,3.6012
18135,-5.4860,-4.2205,-2.2244,0.3950,1.3836,3.6038
18136,-5.3709,-4.3200,-2.4371,0.1923,1.2049,3.5880
18137,-5.2964,-4.3912,-2.6438,-0.0059,1.0199,3.5830
18138,-5.1805,-4.4191,-2.8715,-0.1725,0.7925,3.5985
18139,-5.0731,-4.4796,-3.0558,-0.3544,0.5904,3.5728
18140,-4.9617,-4.5407,-3.2403,-0.5208,0.3664,3.5795
18141,-4.8289,-4.5916,-3.4286,-0.6900,0.1330,3.5362
18142,-4.7171,-4.6496,-3.5931,-0.8511,-0.0575,3.5420
18143,-4.5582,-4.6708,-3.7764,-1.0532,-0.2687,3.5332
18144,-4.4468,-4.6920,-3.9453,-1.1802,-0.4957,3.5423
18145,-4.3258,-4.7218,-4.0976,-1.3527,-0.7012,3.4911
18146,-4.1741,-4.7125,-4.2725,-1.5183,-0.9135,3.5449
18147,-4.0169,-4.7117,-4.4251,-1.6668,-1.0992,3.4354
18148,-3.8292,-4.7301,-4.5803,-1.8269,-1.3061,3.4550
18149,-3.6524,-4.7353,-4.7267,-1.9529,-1.4988,3.3994
18150,-3.4437,-4.7162,-4.8587,-2.0998,-1.7104,3.4325
18151,-3.2500,-4.6837,-4.9800,-2.2225,-1.8807,3.3698
18152,-3.0335,-4.6659,-5.1167,-2.3665,-2.0573,3.3938
18153,-2.8414,-4.6226,-5.2328,-2.5178,-2.2572,3.3065
18154,-2.6477,-4.5708,-5.3404,-2.6344,-2.4328,3.3305
18155,-2.4725,-4.5075,-5.4311,-2.7725,-2.5974,3.2277
18156,-2.2988,-4.4814,-5.5343,-2.8849,-2.7666,3.2210
18157,-2.0735,-4.4271,-5.6204,-3.0138,-2.9436,3.1132
18158,-1.8590,-4.3408,-5.7142,-3.1005,-3.0920,3.0906
18159,-1.7086,-4.2972,-5.7740,-3.2298,-3.2670,2.9758
18160,-1.4834,-4.2159,-5.8509,-3.3350,-3.4010,2.9164
18161,-1.3154,-4.1536,-5.9172,-3.4510,-3.5421,2.7933
18162,-1.1402,-4.0444,-5.9823,-3.5530,-3.6949,2.7424
18163,-0.9830,-3.9636,-6.0476,-3.6400,-3.8017,2.6009
18164,-0.8374,-3.8694,-6.1021,-3.7466,-3.9609,2.5022
18165,-0.6324,-3.7880,-6.1409,-3.8326,-4.0747,2.3267
18166,-0.3967,-3.6692,-6.1922,-3.9220,-4.1973,2.2102
18167,-0.1846,-3.5734,-6.2075,-3.9720,-4.2960,2.0189
18168,0.0187,-3.5019,-6.2188,-4.0308,-4.3880,1.8441
18169,0.2182,-3.3816,-6.2163,-4.1081,-4.5069,1.6381
18170,0.3581,-3.2502,-6.2313,-4.1552,-4.6023,1.4733
18171,0.5556,-3.1121,-6.2138,-4.1925,-4.6900,1.2782
18172,0.7246,-2.9912,-6.1797,-4.2484,-4.8038,1.0787
18173,0.8970,-2.8585,-6.1446,-4.2958,-4.8743,0.8511
18174,1.0783,-2.7106,-6.0987,-4.3334,-4.9586,0.6634
18175,1.2314,-2.5786,-6.0452,-4.3809,-5.0433,0.4460
18176,1.3892,-2.4491,-5.9648,-4.4010,-5.0977,0.2519
18177,1.5109,-2.3005,-5.8791,-4.4390,-5.1433,0.0316
18178,1.6606,-2.1599,-5.7921,-4.4562,-5.1914,-0.1957
18179,1.7741,-1.9736,-5.7117,-4.4634,-5.2522,-0.3814
18180,1.8622,-1.7670,-5.5816,-4.4393,-5.2935,-0.6078
18181,1.9550,-1.5855,-5.5087,-4.4595,-5.3435,-0.8309
18182,2.0342,-1.3872,-5.4543,-4.4718,-5.3784,-1.0520
18183,2.1376,-1.1905,-5.3194,-4.3841,-5.4194,-1.2354
18184,2.2189,-1.0271,-5.1959,-4.3189,-5.4244,-1.4676
18185,2.2863,-0.8727,-5.0507,-4.2107,-5.4819,-1.6234
18186,2.3564,-0.6462,-4.8993,-4.1318,-5.4812,-1.8777
18187,2.4411,-0.4629,-4.7520,-4.0333,-5.4493,-1.9957
18188,2.5037,-0.2765,-4.5806,-3.9606,-5.4772,-2.2449
18189,2.5451,-0.0825,-4.4417,-3.8472,-5.4735,-2.3905
18190,2.6050,0.0986,-4.2537,-3.7833,-5.4473,-2.6171
18191,2.6538,0.3249,-4.0867,-3.6900,-5.3767,-2.7208
18192,2.6816,0.5011,-3.8924,-3.5744,-5.3643,-2.9668
18193,2.7446,0.7062,-3.6991,-3.4857,-5.3025,-3.0816
18194,2.7422,0.8756,-3.5402,-3.3864,-5.2431,-3.2708
18195,2.8097,1.1323,-3.3063,-3.2610,-5.1826,-3.3317
18196,2.8350,1.4006,-3.1120,-3.1151,-5.1168,-3.5317
18197,2.8198,1.6680,-2.9234,-2.9855,-5.0251,-3.6199
18198,2.8418,1.8688,-2.6807,-2.8335,-4.9281,-3.8188
18199,2.8852,2.0542,-2.4696,-2.6955,-4.8327,-3.8937
18200,2.9055,2.2943,-2.2510,-2.5571,-4.7135,-4.0706
18201,2.9204,2.5227,-2.0142,-2.4200,-4.6097,-4.1374
18202,2.9482,2.7061,-1.7843,-2.2784,-4.4549,-4.3122
18203,2.9431,2.9409,-1.5776,-2.1176,-4.3598,-4.3722
18204,2.9790,3.1374,-1.3740,-1.9682,-4.2379,-4.5087
18205,2.9980,3.3253,-1.1469,-1.7808,-4.1580,-4.5682
18206,2.9946,3.4886,-0.9305,-1.6255,-3.9777,-4.6311
18207,3.0441,3.6594,-0.7516,-1.4414,-3.8772,-4.6566
18208,3.0454,3.8009,-0.5655,-1.2734,-3.7332,-4.7872
18209,3.0671,3.9735,-0.3685,-1.0886,-3.6176,-4.8238
18210,3.0508,4.1083,-0.1858,-0.9291,-3.4443,-4.9307
18211,3.0702,4.2108,0.0068,-0.7608,-3.2462,-4.9351
18212,3.0759,4.3735,0.1660,-0.5711,-3.0783,-5.0311
18213,3.0691,4.5136,0.2936,-0.3999,-2.9053,-5.0484
18214,3.0850,4.6812,0.4306,-0.2277,-2.7351,-5.0850
18215,3.1006,4.8332,0.5657,-0.0380,-2.5342,-5.1181
18216,3.0915,4.9450,0.6692,0.1176,-2.3636,-5.0982
18217,3.0807,5.0607,0.8159,0.2670,-2.1520,-5.1521
18218,3.1027,5.2112,0.9416,0.4340,-1.9368,-5.0859
18219,3.0874,5.3124,1.0558,0.5616,-1.7406,-5.1486
18220,3.0766,5.4233,1.1759,0.7176,-1.5506,-5.1158
18221,3.0918,5.5535,1.2847,0.8277,-1.3457,-5.1207
18222,3.0918,5.6594,1.3880,0.9485,-1.1344,-5.0639
18223,3.1122,5.7353,1.4864,1.0600,-0.9101,-5.0229
18224,3.0962,5.8434,1.5684,1.1786,-0.6888,-4.9691
18225,3.1216,5.9260,1.6375,1.2845,-0.4658,-4.8982
18226,3.1128,5.9874,1.7057,1.4066,-0.2371,-4.8411
18227,3.1155,6.1124,1.7873,1.4859,0.0097,-4.7304
18228,3.1037,6.1683,1.8499,1.5745,0.2193,-4.7157
18229,3.0932,6.2284,1.9083,1.6314,0.4376,-4.5723
18230,3.1037,6.2803,1.9671,1.6811,0.6666,-4.5049
18231,3.0827,6.3780,2.0437,1.7289,0.8986,-4.3344
18232,3.0830,6.4584,2.0910,1.7770,1.1189,-4.2776
18233,3.0952,6.5435,2.1201,1.8215,1.2986,-4.1444
18234,3.1226,6.5877,2.1573,1.8335,1.5001,-4.0545
18235,3.0830,6.6371,2.2123,1.8692,1.6811,-3.9746
18236,3.0729,6.6116,2.2620,1.9014,1.8833,-3.8269
18237,3.0847,6.6715,2.2974,1.9293,2.0841,-3.7488
18238,3.0668,6.7087,2.3227,1.9576,2.2537,-3.5622
18239,3.0532,6.7704,2.3571,1.9524,2.3907,-3.5057
18240,3.0586,6.7931,2.3821,1.9865,2.5056,-3.3578
18241,3.0576,6.8079,2.3696,2.0014,2.6218,-3.2729
18242,3.0478,6.8352,2.3774,2.0242,2.7511,-3.0819
18243,3.0620,6.8598,2.4462,2.0612,2.8632,-2.9642
18244,3.0366,6.8533,2.4462,2.0365,2.9720,-2.8447
18245,3.0508,6.8674,2.4690,2.0320,3.1148,-2.6423
18246,3.0522,6.8889,2.5025,2.0940,3.1990,-2.5272
18247,3.0139,6.9184,2.5097,2.0905,3.3051,-2.3817
18248,3.0142,6.9141,2.5247,2.1090,3.3988,-2.2572
18249,2.9936,6.9095,2.5378,2.0957,3.4549,-2.0522
18250,2.9773,6.9061,2.5557,2.1246,3.5177,-1.9122
18251,2.9665,6.9175,2.5629,2.1350,3.5614,-1.7119
18252,2.9689,6.8754,2.5782,2.1330,3.5882,-1.5968
18253,2.9096,6.8690,2.5823,2.1395,3.6134,-1.3929
18254,2.9004,6.8619,2.5876,2.1470,3.6729,-1.2404
18255,2.8801,6.8625,2.6042,2.1386,3.7159,-1.0257
18256,2.7941,6.8306,2.6067,2.1662,3.7252,-0.9399
18257,2.8134,6.8073,2.6116,2.1603,3.7692,-0.6994
18258,2.7660,6.7790,2.6007,2.1769,3.8015,-0.5618
18259,2.7327,6.7449,2.6251,2.1853,3.8240,-0.3386
18260,2.6870,6.7234,2.6311,2.2178,3.8448,-0.1913
18261,2.6653,6.6921,2.6279,2.2422,3.9073,0.0399
18262,2.5922,6.6636,2.6351,2.2571,3.9221,0.1467
18263,2.5519,6.6264,2.6198,2.2493,3.9412,0.3796
18264,2.4760,6.5874,2.6348,2.2068,3.9452,0.4756
18265,2.4119,6.5548,2.6470,2.2090,3.9687,0.7184
18266,2.3767,6.4977,2.6335,2.1944,3.9657,0.8374
18267,2.2954,6.4194,2.6248,2.2094,4.0167,1.0617
18268,2.2114,6.3169,2.6289,2.2071,3.9949,1.1827
18269,2.1084,6.2530,2.6298,2.1804,3.9996,1.3983
18270,2.0102,6.1710,2.6311,2.1889,4.0214,1.5066
18271,1.9031,6.1219,2.6373,2.1964,4.0470,1.7003
18272,1.7727,6.0347,2.6389,2.2107,4.0567,1.8062
18273,1.6016,5.9687,2.6329,2.2324,4.0490,1.9958
18274,1.4750,5.8759,2.6126,2.2155,4.0695,2.0617
18275,1.3591,5.7970,2.6238,2.2087,4.0906,2.2312
18276,1.1620,5.6773,2.6264,2.2136,4.0715,2.3206
18277,0.9929,5.5772,2.6170,2.2051,4.0587,2.4621
18278,0.7971,5.4531,2.6067,2.2162,4.0903,2.5373
18279,0.6074,5.3505,2.6195,2.2405,4.1074,2.6882
18280,0.4346,5.2416,2.6151,2.2422,4.0883,2.7406
18281,0.2260,5.1335,2.6094,2.2509,4.0832,2.8575
18282,0.0095,5.0112,2.5966,2.2357,4.0769,2.8818
18283,-0.2114,4.8737,2.5791,2.2171,4.0900,3.0092
18284,-0.4160,4.6845,2.5682,2.2009,4.0638,3.0230
18285,-0.6504,4.5470,2.5823,2.2289,4.0829,3.1428
18286,-0.8635,4.4254,2.5566,2.2260,4.0829,3.1372
18287,-1.0379,4.2719,2.5576,2.2113,4.0856,3.2418
18288,-1.2388,4.0917,2.5366,2.1889,4.0745,3.2201
18289,-1.4258,3.9320,2.5191,2.1928,4.0688,3.2986
18290,-1.6345,3.7429,2.4925,2.2051,4.0406,3.2673
18291,-1.8374,3.6139,2.4781,2.1746,4.0745,3.3675
18292,-2.0752,3.4281,2.4409,2.1990,4.0594,3.3381
18293,-2.2954,3.2559,2.4243,2.1837,4.0359,3.4163
18294,-2.4874,3.0330,2.3874,2.1882,4.0318,3.4008
18295,-2.6887,2.7757,2.3596,2.1837,4.0332,3.4665
18296,-2.9166,2.5098,2.3324,2.1892,3.9980,3.4017
18297,-3.1284,2.3115,2.2999,2.1564,4.0063,3.4755
18298,-3.3357,2.0502,2.2492,2.1639,3.9899,3.4615
18299,-3.5725,1.8231,2.2367,2.1853,3.9580,3.4954
18300,-3.7611,1.5670,2.1638,2.1470,3.9583,3.4764
18301,-3.9573,1.2953,2.1382,2.1204,3.9261,3.5432
18302,-4.1192,1.0429,2.0716,2.1356,3.9127,3.5019
18303,-4.2767,0.8108,2.0122,2.1441,3.9321,3.5493
18304,-4.4221,0.5788,2.0006,2.1278,3.8995,3.5435
18305,-4.5613,0.3890,1.9565,2.1015,3.8596,3.5804
18306,-4.7029,0.1797,1.8902,2.0983,3.8348,3.5555
18307,-4.8174,-0.0230,1.8142,2.0775,3.8233,3.5936
18308,-4.9535,-0.2683,1.7304,2.0697,3.7877,3.5948
18309,-5.0579,-0.4810,1.6569,2.0544,3.7773,3.6243
18310,-5.1907,-0.7211,1.5493,2.0489,3.7514,3.5912
18311,-5.2767,-0.9234,1.4899,2.0203,3.6856,3.6103
18312,-5.3790,-1.0980,1.3786,1.9894,3.6587,3.6059
18313,-5.4468,-1.2838,1.2797,1.9508,3.6289,3.5865
18314,-5.5314,-1.4624,1.1715,1.9310,3.5936,3.6249
18315,-5.6304,-1.6659,1.0561,1.9183,3.5819,3.6575
18316,-5.6920,-1.8692,0.9360,1.8910,3.4929,3.6639
18317,-5.7719,-2.0487,0.7700,1.8605,3.4553,3.6656
18318,-5.8062,-2.2084,0.6861,1.8296,3.4126,3.6706
18319,-5.8858,-2.3551,0.5654,1.7669,3.3585,3.6571
18320,-5.9512,-2.5243,0.4128,1.7230,3.2840,3.6536
18321,-5.9688,-2.6697,0.2708,1.6821,3.2037,3.6278
18322,-6.0162,-2.8408,0.1354,1.6145,3.1063,3.6460
18323,-6.0365,-2.9881,-0.0244,1.5742,3.0220,3.6311
18324,-6.0355,-3.1029,-0.1870,1.4843,2.9203,3.6504
18325,-6.0457,-3.2708,-0.3631,1.4115,2.8139,3.6527
18326,-6.0406,-3.3828,-0.5583,1.2815,2.7098,3.6234
18327,-6.0345,-3.5019,-0.7194,1.2214,2.5882,3.6642
18328,-6.0115,-3.6100,-0.9195,1.1145,2.4360,3.6161
18329,-5.9789,-3.7223,-1.1228,1.0009,2.2964,3.6598
18330,-5.9505,-3.8227,-1.3355,0.8491,2.1694,3.6404
18331,-5.8756,-3.9004,-1.5485,0.7608,1.9981,3.6750
18332,-5.8234,-4.0406,-1.7412,0.6432,1.8601,3.6466
18333,-5.7489,-4.1244,-1.9523,0.5194,1.6852,3.6680
18334,-5.6429,-4.2233,-2.1515,0.3632,1.5041,3.6653
18335,-5.5524,-4.3178,-2.3561,0.2212,1.3101,3.6240
18336,-5.4501,-4.4029,-2.5409,0.0448,1.1196,3.6662
18337,-5.3522,-4.4609,-2.7702,-0.1297,0.9534,3.6246
18338,-5.2330,-4.5186,-2.9428,-0.2898,0.7549,3.6548
18339,-5.1277,-4.5582,-3.1383,-0.4600,0.5621,3.5909
18340,-5.0254,-4.6027,-3.3269,-0.6211,0.3281,3.5839
18341,-4.8838,-4.6684,-3.5090,-0.7602,0.0853,3.5552
18342,-4.7401,-4.7101,-3.6835,-0.9310,-0.0716,3.5625
18343,-4.5928,-4.7270,-3.8543,-1.0775,-0.3080,3.5558
18344,-4.4749,-4.7675,-4.0648,-1.2543,-0.5004,3.5092
18345,-4.3333,-4.7905,-4.1658,-1.3978,-0.7204,3.5262
18346,-4.1883,-4.7961,-4.3207,-1.5430,-0.8960,3.4846
18347,-4.0298,-4.7991,-4.4652,-1.7009,-1.1288,3.5283
18348,-3.8729,-4.7844,-4.6041,-1.8561,-1.2983,3.4541
18349,-3.6351,-4.8022,-4.7257,-1.9955,-1.4723,3.5007
18350,-3.4153,-4.8219,-4.8462,-2.1147,-1.6718,3.4515
18351,-3.2137,-4.8169,-4.9675,-2.2644,-1.8306,3.4295
18352,-2.9922,-4.7973,-5.0955,-2.4106,-2.0251,3.4111
18353,-2.7706,-4.7948,-5.2115,-2.5389,-2.2222,3.3578
18354,-2.5393,-4.7635,-5.3141,-2.6510,-2.3952,3.3724
18355,-2.3736,-4.7261,-5.4152,-2.7686,-2.5500,3.2787
18356,-2.1738,-4.7033,-5.5037,-2.8660,-2.7220,3.2336
18357,-1.9468,-4.6444,-5.5916,-2.9985,-2.8593,3.1861
18358,-1.7463,-4.5775,-5.6682,-3.0882,-3.0350,3.0909
18359,-1.5329,-4.5017,-5.7511,-3.1970,-3.1854,3.0731
18360,-1.3259,-4.4470,-5.8043,-3.2883,-3.3157,2.9462
18361,-1.1389,-4.3829,-5.8747,-3.3886,-3.4370,2.9029
18362,-0.9519,-4.3031,-5.9185,-3.4325,-3.6052,2.7681
18363,-0.8110,-4.1932,-5.9757,-3.5075,-3.7201,2.6440
18364,-0.6148,-4.1082,-6.0270,-3.6225,-3.8487,2.5215
18365,-0.4244,-4.0287,-6.0505,-3.7128,-3.9830,2.3402
18366,-0.1785,-3.8991,-6.0714,-3.7735,-4.0851,2.2705
18367,0.0654,-3.7816,-6.0858,-3.8300,-4.1909,2.0737
18368,0.2419,-3.6750,-6.1046,-3.8820,-4.3357,1.9260
18369,0.3930,-3.5194,-6.0927,-3.9232,-4.4209,1.7126
18370,0.5678,-3.4055,-6.1309,-3.9840,-4.4955,1.5353
18371,0.7565,-3.2840,-6.0980,-4.0418,-4.5734,1.3640
18372,0.9177,-3.1496,-6.0304,-4.1035,-4.6779,1.1537
18373,1.0820,-3.0169,-6.0264,-4.1068,-4.7434,0.9794
18374,1.2680,-2.9052,-5.9366,-4.1545,-4.8317,0.7413
18375,1.4313,-2.7321,-5.8850,-4.2136,-4.9166,0.6027
18376,1.5396,-2.6004,-5.8224,-4.2289,-5.0050,0.3342
18377,1.6640,-2.4546,-5.7336,-4.2549,-5.0503,0.1573
18378,1.7869,-2.3078,-5.6226,-4.2714,-5.1202,-0.0770
18379,1.8994,-2.1648,-5.5334,-4.2539,-5.1894,-0.2829
18380,2.0021,-1.9837,-5.4630,-4.2516,-5.2575,-0.4938
18381,2.1050,-1.8277,-5.3670,-4.2104,-5.3163,-0.7068
18382,2.1992,-1.6104,-5.2472,-4.2107,-5.3166,-0.8846
18383,2.3012,-1.4409,-5.1158,-4.1506,-5.3230,-1.1212
18384,2.3784,-1.2620,-4.9916,-4.1331,-5.3623,-1.3077
18385,2.4126,-1.1002,-4.8571,-4.0691,-5.3929,-1.5426
18386,2.4943,-0.9090,-4.7285,-3.9690,-5.4016,-1.6958
